flow_kbps_mean,frame_rate,id_entropy,replay_ratio,fuzzy_ratio,spoof_ratio,error_ratio,inter_arrival_cv,burst_score,uds_ratio,payload_entropy,label
306.9727,963,0.8713,0.1019,0.7092,0.0594,0.1859,0.6863,0.6833,0.1435,0.9758,模糊
410.5117,1494,0.4961,0.0521,0.4857,0.0334,0.2093,0.6545,0.98,0.1765,0.6231,模糊
273.5683,914,0.8768,0.0394,0.7589,0.049,0.1823,0.8542,0.6551,0.1939,0.9677,模糊
281.5472,918,0.9399,0.0736,0.7322,0.011,0.1214,0.5474,0.707,0.1265,0.98,模糊
278.882,923,0.9267,0.0559,0.767,0.0563,0.216,0.7474,0.7419,0.1935,0.9122,模糊
285.5295,1301,0.98,0.1089,0.7951,0.0536,0.3107,0.5343,0.7235,0.2696,0.8878,模糊
278.0364,1132,0.8499,0.1111,0.9258,0.1175,0.3043,0.5936,0.4718,0.2481,0.869,模糊
318.7226,1098,0.8667,0.0894,0.7911,0.0388,0.1087,0.5913,0.6904,0.1556,0.8993,模糊
225.2623,1155,0.9167,0.1169,0.8417,0.0826,0.204,0.6855,0.5832,0.0645,0.9472,模糊
282.9337,919,0.7856,0.1951,0.5138,0.5148,0.2767,0.2882,0.4994,0.1872,0.9749,模糊
296.6786,847,0.9547,0.0529,0.8491,0.082,0.2135,0.7186,0.7982,0.0378,0.98,模糊
242.3575,909,0.8571,0.0959,0.6087,0.1979,0.3181,0.8966,0.6076,0.0953,0.9183,模糊
404.7685,1400,0.8101,0.0881,0.518,0.0985,0.1288,0.6654,0.98,0.1944,0.5556,模糊
366.6769,907,0.941,0.162,0.6483,0.0582,0.3055,0.8122,0.6171,0.0831,0.9112,模糊
249.0586,1040,0.848,0.1029,0.7098,0.105,0.1305,0.512,0.6137,0.1956,0.9083,模糊
248.7199,1043,0.8862,0.0682,0.8015,0.1643,0.3328,0.8165,0.7412,0.0809,0.8596,模糊
280.1329,1163,0.98,0.1115,0.7223,0.0899,0.1181,0.6159,0.6887,0.1736,0.98,模糊
228.2661,1158,0.9576,0.043,0.9341,0.0749,0.1866,0.7155,0.7991,0.256,0.9478,欺骗
302.1847,1197,0.918,0.0793,0.8658,0.0973,0.2411,0.6396,0.7165,0.1577,0.9319,模糊
288.5811,1048,0.7706,0.1128,0.6298,0.1274,0.3407,0.5018,0.7837,0.1568,0.9484,模糊
278.3676,1093,0.98,0.1025,0.8076,0.0526,0.2307,0.6202,0.6832,0.1562,0.9337,模糊
274.0721,1007,0.8853,0.1244,0.7995,0.049,0.2971,0.9023,0.6033,0.0986,0.9791,模糊
335.8431,984,0.8791,0.1036,0.782,0.0386,0.2415,0.6754,0.6582,0.1832,0.98,模糊
316.8714,1035,0.9039,0.055,0.6767,0.0934,0.3056,0.7663,0.7888,0.1467,0.8968,模糊
257.317,1156,0.9028,0.1258,0.6504,0.1844,0.1906,0.6308,0.6478,0.23,0.8648,模糊
267.6293,1122,0.8917,0.0544,0.95,0.0962,0.3146,0.7257,0.7109,0.1281,0.954,模糊
267.0312,885,0.807,0.0592,0.8026,0.0979,0.2623,0.6492,0.7527,0.0619,0.9193,模糊
298.4881,951,0.8939,0.0979,0.8463,0.0905,0.35,0.6676,0.544,0.1462,0.98,模糊
296.805,1260,0.98,0.1319,0.8039,0.1123,0.1936,0.8208,0.7252,0.0804,0.9162,模糊
292.1472,1039,0.9305,0.0851,0.8892,0.095,0.2837,0.6072,0.7516,0.1082,0.8993,模糊
252.7859,1041,0.7759,0.0209,0.7998,0.0366,0.2794,0.6893,0.7286,0.266,0.8724,模糊
258.0898,1161,0.9703,0.0108,0.8934,0.0637,0.1414,0.7263,0.6624,0.1022,0.98,模糊
288.8076,997,0.9358,0.1395,0.8574,0.0916,0.2597,0.6294,0.6526,0.1406,0.9548,模糊
276.1526,1098,0.9747,0.11,0.7781,0.118,0.2382,0.5395,0.7511,0.1167,0.8372,模糊
298.6594,1064,0.98,0.0891,0.8809,0.0906,0.1786,0.8183,0.5725,0.1286,0.9356,模糊
258.6238,1111,0.9628,0.0218,0.5106,0.3194,0.2061,0.8691,0.8142,0.0302,0.9735,模糊
337.5801,1102,0.9089,0.0201,0.6762,0.0814,0.3001,0.6295,0.782,0.0969,0.9676,模糊
247.1368,1144,0.98,0.1331,0.7718,0.1189,0.2588,0.5313,0.6015,0.1773,0.8437,欺骗
298.3829,1093,0.9423,0.157,0.6981,0.111,0.1972,0.6128,0.5697,0.1568,0.9699,模糊
310.5704,1198,0.7719,0.0793,0.6476,0.0157,0.2321,0.7563,0.7031,0.1048,0.9371,模糊
266.2591,1025,0.9574,0.0751,0.799,0.0592,0.1379,0.6856,0.7828,0.1863,0.9151,模糊
297.5953,1047,0.8142,0.1163,0.8754,0.0037,0.1788,0.8206,0.6613,0.0958,0.98,模糊
257.184,1245,0.9063,0.1063,0.7746,0.0679,0.2585,0.5704,0.5398,0.0648,0.9496,模糊
261.3952,1145,0.9137,0.0991,0.7377,0.092,0.2195,0.7063,0.6498,0.1183,0.9599,模糊
301.0219,1079,0.9241,0.0792,0.8955,0.0433,0.2328,0.6934,0.7901,0.1331,0.9147,模糊
292.1024,1107,0.9233,0.0636,0.7741,0.0565,0.2434,0.6661,0.6378,0.078,0.98,模糊
273.5737,1000,0.8895,0.0246,0.8467,0.0568,0.1846,0.6967,0.602,0.1164,0.98,模糊
285.1147,1069,0.8746,0.0495,0.8953,0.0866,0.1843,0.5681,0.6108,0.0526,0.9505,模糊
301.0432,902,0.98,0.1029,0.8606,0.0494,0.2684,0.7388,0.5951,0.1352,0.9516,模糊
297.7286,1180,0.7795,0.0539,0.7562,0.1497,0.2807,0.6601,0.52,0.0477,0.918,模糊
301.9683,998,0.8101,0.0464,0.8582,0.0775,0.2441,0.6071,0.5277,0.1497,0.8938,模糊
313.5984,1264,0.8182,0.1255,0.8152,0.0544,0.2796,0.7893,0.6666,0.1202,0.98,模糊
267.8586,1113,0.864,0.1436,0.7962,0.0858,0.2513,0.5815,0.7537,0.0588,0.9551,模糊
321.856,887,0.8501,0.1472,0.736,0.0878,0.3064,0.735,0.6975,0.1107,0.98,模糊
253.7489,1376,0.7127,0.1012,0.6369,0.1842,0.27,0.8282,0.6956,0.048,0.8564,模糊
292.3953,1098,0.9224,0.0134,0.8194,0.0399,0.2468,0.718,0.592,0.0871,0.98,模糊
291.0793,1047,0.8012,0.0609,0.7965,0.096,0.2639,0.827,0.6956,0.2613,0.9778,模糊
267.6026,1156,0.8915,0.1113,0.8222,0.1048,0.2985,0.729,0.7278,0.0827,0.98,模糊
279.8747,1067,0.8899,0.0299,0.95,0.0563,0.2187,0.6982,0.7635,0.1798,0.98,模糊
298.5227,1224,0.8308,0.1283,0.6763,0.0861,0.3186,0.5598,0.5445,0.1093,0.9313,模糊
327.3667,1120,0.8552,0.0593,0.7004,0.0748,0.35,0.7789,0.98,0.123,0.9622,模糊
318.4697,1092,0.8589,0.0482,0.7747,0.0232,0.2484,0.5841,0.4247,0.1472,0.8843,模糊
312.2544,934,0.8585,0.016,0.8345,0.0707,0.224,0.6316,0.7298,0.0722,0.98,模糊
311.9676,1180,0.8689,0.07,0.897,0.0855,0.2226,0.6386,0.7343,0.1969,0.98,模糊
277.1368,1130,0.8915,0.0595,0.6279,0.0464,0.2415,0.7325,0.6517,0.0611,0.9578,模糊
254.5937,1025,0.8276,0.0609,0.8273,0.0317,0.2365,0.5832,0.7649,0.0127,0.9476,模糊
374.3836,1132,0.9021,0.0504,0.7566,0.1258,0.1983,0.6357,0.5948,0.125,0.8377,模糊
333.24,992,0.98,0.0609,0.8666,0.0921,0.2763,0.4404,0.6221,0.1573,0.98,模糊
281.7,921,0.98,0.0314,0.95,0.0598,0.2919,0.7351,0.6143,0.0819,0.8681,模糊
275.3998,1319,0.98,0.0273,0.95,0.0848,0.2754,0.6798,0.9262,0.1092,0.98,模糊
290.3027,1225,0.98,0.0687,0.6473,0.0967,0.274,0.5318,0.6855,0.0596,0.98,模糊
339.3173,1027,0.98,0.0996,0.8078,0.0984,0.2155,0.6947,0.725,0.123,0.8494,模糊
340.5923,1101,0.9123,0.014,0.7112,0.0842,0.2176,0.7073,0.6749,0.1731,0.949,模糊
263.6724,1176,0.935,0.0754,0.9036,0.0624,0.1697,0.6154,0.6512,0.0851,0.98,模糊
270.1324,1231,0.971,0.0464,0.8445,0.1473,0.1883,0.5436,0.6193,0.089,0.98,模糊
287.821,1050,0.85,0.0765,0.7831,0.078,0.2995,0.6749,0.7672,0.1105,0.9529,模糊
271.5015,905,0.8931,0.0949,0.776,0.0061,0.2985,0.5798,0.6034,0.1632,0.886,模糊
426.701,1287,0.8025,0.0006,0.6488,0.1533,0.2638,0.8796,0.6798,0.0887,0.6046,模糊
318.0449,952,0.9749,0.1381,0.95,0.0757,0.2344,0.6723,0.8181,0.1896,0.98,模糊
286.1323,886,0.9232,0.0575,0.8409,0.1102,0.2104,0.6337,0.4388,0.1045,0.9199,模糊
315.1247,982,0.7674,0.0452,0.8144,0.108,0.2792,0.7643,0.6388,0.0653,0.98,模糊
279.3079,1417,0.8692,0.0777,0.7429,0.0856,0.2597,0.6261,0.893,0.2503,0.8317,模糊
251.507,997,0.98,0.0804,0.95,0.0353,0.2938,0.8475,0.6281,0.1828,0.98,模糊
273.937,1132,0.8019,0.077,0.809,0.1204,0.2645,0.73,0.7061,0.1448,0.9794,模糊
346.105,1086,0.9388,0.0477,0.6699,0.1297,0.2871,0.7549,0.8044,0.0681,0.98,模糊
219.4736,1149,0.8967,0.0641,0.654,0.0694,0.2757,0.7077,0.8327,0.1843,0.9268,模糊
296.618,943,0.9212,0.0055,0.8654,0.0055,0.1927,0.632,0.6394,0.0894,0.98,模糊
253.0395,1126,0.7787,0.065,0.8088,0.0474,0.2934,0.6987,0.7573,0.071,0.963,模糊
305.9794,1228,0.98,0.0437,0.7934,0.0557,0.2639,0.7112,0.5614,0.1881,0.9712,模糊
332.1604,1057,0.98,0.1416,0.7358,0.0701,0.19,0.6193,0.7328,0.1624,0.98,模糊
292.6515,1174,0.9449,0.0558,0.9426,0.1069,0.1634,0.5432,0.7717,0.1795,0.98,模糊
278.4652,863,0.9153,0.119,0.95,0.0318,0.2488,0.6941,0.6075,0.1512,0.98,模糊
290.1751,1150,0.9795,0.0769,0.7206,0.0376,0.1768,0.7484,0.5452,0.2062,0.9459,模糊
257.005,1202,0.7621,0.0845,0.6472,0.0435,0.2391,0.733,0.6932,0.0725,0.7905,模糊
273.5541,982,0.8899,0.0259,0.6847,0.0666,0.145,0.747,0.6797,0.0254,0.9382,模糊
319.8102,932,0.9467,0.1204,0.7053,0.1294,0.2268,0.6645,0.63,0.0732,0.973,模糊
294.1218,1058,0.7071,0.0021,0.788,0.0129,0.2366,0.7038,0.5833,0.1152,0.7954,模糊
275.198,1080,0.9044,0.0803,0.8993,0.0573,0.239,0.5686,0.6439,0.121,0.9644,模糊
278.159,918,0.98,0.1099,0.4685,0.4066,0.1847,0.8534,0.6842,0.1725,0.9483,模糊
354.8819,1021,0.9604,0.1333,0.8853,0.0791,0.3236,0.5056,0.6899,0.1348,0.9254,模糊
220.4367,975,0.9113,0.0697,0.7695,0.0612,0.234,0.7573,0.5717,0.2122,0.9002,模糊
277.8144,1043,0.9761,0.035,0.8233,0.0738,0.2728,0.5462,0.7546,0.1148,0.8521,模糊
340.0578,1142,0.98,0.0334,0.8256,0.0964,0.173,0.5916,0.7691,0.1543,0.9539,模糊
251.1439,870,0.9619,0.0983,0.7055,0.0295,0.268,0.7287,0.6816,0.2166,0.9658,DoS
272.1603,1042,0.944,0.0744,0.9188,0.0596,0.2208,0.5839,0.7479,0.0625,0.98,欺骗
274.692,969,0.8738,0.0866,0.95,0.1396,0.35,0.6745,0.6655,0.1907,0.8744,模糊
244.0404,1024,0.8903,0.0307,0.7958,0.1167,0.1295,0.8213,0.6756,0.1931,0.898,模糊
276.2848,1052,0.8227,0.1134,0.95,0.011,0.1979,0.6773,0.7948,0.0827,0.98,模糊
325.0991,904,0.8623,0.0382,0.7983,0.0915,0.35,0.4881,0.6587,0.1281,0.9429,模糊
226.0915,1033,0.8795,0.1492,0.7936,0.1205,0.3169,0.5986,0.568,0.0938,0.9075,模糊
332.4385,977,0.9136,0.0951,0.846,0.1253,0.1559,0.627,0.7623,0.1359,0.98,模糊
236.8884,1126,0.9337,0.0713,0.8305,0.0471,0.2976,0.5528,0.6104,0.0031,0.9364,模糊
229.4824,956,0.7856,0.1191,0.7095,0.3044,0.2566,0.3201,0.5032,0.038,0.7238,模糊
289.4633,1047,0.9342,0.0144,0.8634,0.0334,0.3462,0.6017,0.7117,0.1408,0.8848,模糊
274.9881,1104,0.9589,0.1041,0.7693,0.098,0.2366,0.7579,0.7516,0.117,0.9181,模糊
243.9021,1078,0.8936,0.082,0.882,0.1391,0.2822,0.6439,0.6439,0.1769,0.9621,模糊
178.0319,1009,0.861,0.1927,0.3756,0.5592,0.1321,0.481,0.6043,0.0676,0.8959,模糊
304.3489,1009,0.98,0.0534,0.8135,0.0562,0.2372,0.7538,0.6231,0.176,0.9002,模糊
362.1169,1128,0.9771,0.0928,0.7912,0.0583,0.256,0.6923,0.7062,0.2193,0.9376,模糊
319.7427,976,0.9656,0.0546,0.8155,0.0649,0.2286,0.7053,0.9472,0.1872,0.9053,模糊
266.9224,1219,0.9081,0.0209,0.7003,0.0996,0.2975,0.7208,0.7025,0.1748,0.98,模糊
307.8361,1122,0.98,0.1138,0.8679,0.0436,0.35,0.6962,0.6954,0.1298,0.9435,模糊
269.3504,953,0.9122,0.0413,0.7711,0.07,0.2954,0.7851,0.4506,0.1016,0.9258,模糊
404.8293,1142,0.8394,0.028,0.7019,0.0609,0.302,0.578,0.7064,0.0945,0.91,模糊
248.8543,948,0.8243,0.1237,0.7334,0.0418,0.2545,0.6922,0.6206,0.1338,0.9784,模糊
417.2528,1510,0.6324,0.0654,0.4956,0.0321,0.261,0.8639,0.6646,0.0099,0.5397,模糊
224.4428,806,0.8759,0.1865,0.3827,0.4169,0.1897,0.5142,0.6203,0.2613,0.6849,模糊
278.1995,885,0.98,0.0567,0.5231,0.1845,0.1351,0.6315,0.6242,0.1526,0.7934,模糊
296.161,1156,0.9283,0.0673,0.937,0.0893,0.2513,0.521,0.6999,0.186,0.8776,模糊
345.3427,1029,0.8598,0.1277,0.6931,0.0908,0.3325,0.4813,0.7121,0.0167,0.9716,模糊
334.2094,901,0.9511,0.0997,0.706,0.0096,0.2161,0.7069,0.5741,0.1387,0.98,模糊
327.6317,1008,0.98,0.1624,0.7418,0.0516,0.3088,0.6613,0.6693,0.1458,0.98,模糊
206.5519,1225,0.9732,0.0244,0.7019,0.2904,0.132,0.7043,0.6596,0.0293,0.9225,模糊
229.5259,1005,0.9206,0.1044,0.7959,0.0978,0.3431,0.7187,0.7589,0.1651,0.98,模糊
290.8489,1194,0.7879,0.0935,0.7797,0.0496,0.2079,0.7124,0.6447,0.0658,0.9722,模糊
221.6421,1094,0.9153,0.0851,0.7394,0.0292,0.2384,0.5785,0.7278,0.1663,0.925,欺骗
262.6516,1148,0.8906,0.0773,0.8699,0.0083,0.165,0.7178,0.8064,0.1131,0.9731,模糊
300.2777,1105,0.901,0.0453,0.8847,0.0438,0.2238,0.5803,0.7512,0.1434,0.98,模糊
332.7964,1244,0.9155,0.0783,0.8525,0.0279,0.2172,0.6856,0.754,0.137,0.98,模糊
266.8491,1220,0.7539,0.1168,0.5604,0.4539,0.1708,0.7048,0.5685,0.1832,0.7505,模糊
300.4727,1056,0.9161,0.0624,0.8581,0.0882,0.2445,0.654,0.5621,0.131,0.9314,模糊
304.1363,1173,0.5835,0.0132,0.5425,0.0681,0.0482,0.6155,0.7699,0.1666,0.5782,模糊
276.984,837,0.98,0.0843,0.794,0.0325,0.2416,0.822,0.666,0.2426,0.98,模糊
298.5771,992,0.8566,0.0636,0.8191,0.0086,0.2432,0.5547,0.6492,0.2216,0.98,模糊
302.9439,1213,0.9345,0.0876,0.9094,0.0696,0.3227,0.6171,0.7392,0.1156,0.98,模糊
233.7562,1257,0.9707,0.0877,0.8048,0.0685,0.3263,0.8072,0.6483,0.173,0.9701,模糊
248.6934,1011,0.98,0.0683,0.746,0.0251,0.2019,0.8683,0.6372,0.1388,0.927,模糊
285.9752,1077,0.8705,0.1501,0.803,0.1504,0.1177,0.7246,0.6477,0.2056,0.9252,模糊
259.1422,1015,0.7352,0.0691,0.5297,0.3043,0.2509,0.6667,0.3998,0.1915,0.757,模糊
269.2579,1170,0.9666,0.0442,0.8464,0.0316,0.2389,0.639,0.687,0.1387,0.8779,模糊
273.6694,1012,0.98,0.1373,0.95,0.0613,0.2553,0.6005,0.6013,0.0834,0.9623,模糊
293.0992,1120,0.98,0.0787,0.7358,0.0851,0.2679,0.6891,0.5601,0.133,0.9525,模糊
294.1803,1042,0.902,0.0772,0.8132,0.0698,0.3448,0.7021,0.4738,0.1838,0.98,模糊
261.2691,1072,0.7135,0.0405,0.5626,0.5001,0.1935,0.4003,0.3814,0.1759,0.98,模糊
343.323,938,0.8112,0.0384,0.8258,0.1516,0.2204,0.7156,0.7137,0.109,0.9319,模糊
288.6806,1139,0.7459,0.0369,0.7445,0.1381,0.262,0.5007,0.6239,0.147,0.6355,模糊
338.8267,1064,0.9773,0.0639,0.8271,0.0204,0.2538,0.707,0.6719,0.196,0.9364,模糊
256.319,1019,0.98,0.0036,0.8867,0.0388,0.3217,0.6977,0.678,0.166,0.98,模糊
320.7634,1029,0.98,0.1008,0.7819,0.1005,0.2366,0.5105,0.6608,0.1846,0.98,模糊
274.2493,1172,0.98,0.0428,0.7243,0.0806,0.2273,0.6763,0.6631,0.1492,0.8289,模糊
271.9968,1242,0.8914,0.0875,0.5863,0.16,0.2532,0.662,0.5335,0.0743,0.7682,模糊
335.2085,1030,0.98,0.0371,0.585,0.1005,0.155,0.5699,0.756,0.062,0.9589,模糊
306.9738,986,0.9642,0.1163,0.8513,0.1227,0.3239,0.6796,0.6548,0.0945,0.9366,模糊
297.5809,1141,0.98,0.0728,0.898,0.0928,0.1441,0.6183,0.6802,0.0236,0.8664,模糊
294.5497,1018,0.98,0.0346,0.7614,0.0635,0.2642,0.7259,0.6497,0.1699,0.9353,模糊
316.7172,948,0.8636,0.0226,0.5613,0.0687,0.3275,0.5988,0.6123,0.1674,0.98,模糊
309.3346,1010,0.9589,0.1017,0.7123,0.0483,0.2434,0.702,0.6621,0.2304,0.9737,模糊
265.1573,919,0.8567,0.1025,0.725,0.1863,0.1878,0.5676,0.805,0.0399,0.8831,模糊
295.4467,1199,0.9744,0.0723,0.7511,0.1888,0.3092,0.6276,0.568,0.256,0.98,模糊
285.4103,1107,0.98,0.0065,0.634,0.079,0.2348,0.6704,0.7863,0.0304,0.9328,模糊
198.4688,922,0.8478,0.0853,0.7875,0.0696,0.35,0.6963,0.7132,0.1919,0.8973,模糊
306.482,1059,0.98,0.0424,0.8703,0.0082,0.1888,0.6932,0.8318,0.1002,0.98,模糊
345.3308,1145,0.9275,0.1195,0.7446,0.0414,0.2078,0.6826,0.5539,0.1292,0.8972,模糊
272.3172,936,0.8214,0.0628,0.8593,0.0182,0.1647,0.6662,0.7666,0.1813,0.9183,模糊
356.8251,1218,0.7761,0.0306,0.5649,0.0706,0.1928,0.6504,0.8363,0.0804,0.691,模糊
294.4893,1122,0.948,0.0726,0.95,0.063,0.1704,0.7496,0.6393,0.1549,0.9121,模糊
260.1879,822,0.867,0.1039,0.8248,0.1006,0.2188,0.4651,0.7264,0.0388,0.901,模糊
244.7619,967,0.8472,0.167,0.8033,0.1273,0.1166,0.7642,0.557,0.0548,0.9788,模糊
314.3627,1256,0.8637,0.1711,0.7947,0.0497,0.1943,0.6302,0.5719,0.1515,0.9317,模糊
283.4016,1165,0.8812,0.0475,0.8169,0.0479,0.2558,0.6467,0.7116,0.1988,0.959,模糊
351.1825,1465,0.8987,0.0854,0.2896,0.0635,0.2015,0.6478,0.9563,0.1237,0.6292,模糊
315.2715,1174,0.9019,0.131,0.6859,0.0342,0.295,0.7134,0.6777,0.1156,0.8728,模糊
290.8868,787,0.98,0.033,0.8972,0.0712,0.2321,0.7041,0.6348,0.1744,0.9399,模糊
300.1504,1239,0.7073,0.0158,0.6178,0.0656,0.328,0.7394,0.5796,0.0929,0.7635,模糊
288.7478,1179,0.8595,0.069,0.846,0.1052,0.3163,0.5689,0.503,0.2053,0.98,模糊
298.1958,1078,0.8606,0.0837,0.8788,0.1336,0.2794,0.645,0.4895,0.2484,0.9575,模糊
299.8464,1176,0.6609,0.0752,0.5704,0.1022,0.1682,0.8006,0.5693,0.2008,0.5457,模糊
284.8582,1078,0.9239,0.0414,0.6484,0.0796,0.1962,0.6751,0.6962,0.0013,0.9527,模糊
290.5036,1463,0.7222,0.0512,0.6926,0.0031,0.3108,0.785,0.6099,0.0569,0.6959,模糊
374.6607,1596,0.6017,0.0678,0.1518,0.0497,0.2579,0.5736,0.98,0.0807,0.4008,模糊
301.6468,1411,0.7544,0.0925,0.7001,0.0887,0.3052,0.7181,0.7362,0.2156,0.7117,模糊
306.3645,1161,0.98,0.097,0.708,0.0607,0.3119,0.5167,0.6928,0.1267,0.8784,模糊
273.3362,892,0.9099,0.0193,0.8851,0.114,0.2285,0.7589,0.6072,0.1549,0.98,模糊
292.7236,992,0.9522,0.1053,0.8569,0.0746,0.2548,0.6596,0.5,0.0646,0.98,模糊
275.2367,1199,0.8824,0.0545,0.7485,0.28,0.2607,0.6488,0.7421,0.1572,0.822,模糊
360.635,1040,0.7542,0.0525,0.3011,0.0149,0.1437,0.7621,0.7521,0.06,0.588,模糊
277.0468,979,0.9545,0.0763,0.801,0.0739,0.2243,0.5954,0.6581,0.1077,0.98,模糊
264.8431,1016,0.9287,0.013,0.8885,0.1074,0.162,0.7179,0.5698,0.1586,0.8658,模糊
280.5614,968,0.8425,0.1152,0.8007,0.062,0.2664,0.6358,0.6758,0.0886,0.8939,模糊
338.1295,1076,0.961,0.0687,0.7481,0.1447,0.3099,0.5332,0.6446,0.1359,0.919,模糊
280.8531,933,0.9246,0.0577,0.9367,0.0594,0.1563,0.5933,0.5252,0.189,0.8962,模糊
322.689,1064,0.9266,0.0866,0.6821,0.0118,0.1662,0.7372,0.6567,0.1575,0.935,模糊
294.9041,1226,0.9754,0.106,0.6953,0.0599,0.1949,0.7804,0.847,0.2398,0.8913,模糊
309.5831,1175,0.9573,0.1263,0.7853,0.0747,0.3042,0.801,0.7435,0.0238,0.9422,模糊
334.3535,1216,0.8815,0.1083,0.8448,0.0812,0.2504,0.837,0.6457,0.0588,0.9228,模糊
314.1254,1029,0.8766,0.0178,0.8298,0.1391,0.2165,0.7382,0.6301,0.1909,0.98,模糊
327.4418,1075,0.98,0.0363,0.8744,0.0513,0.3053,0.7934,0.7813,0.1925,0.98,模糊
299.328,959,0.98,0.0572,0.8591,0.111,0.3332,0.5044,0.7153,0.1297,0.98,模糊
347.985,1070,0.9236,0.0119,0.9485,0.0144,0.1454,0.7831,0.577,0.0978,0.98,模糊
318.7783,1067,0.9148,0.0571,0.8455,0.1428,0.194,0.6962,0.7899,0.1009,0.7598,模糊
295.3286,1005,0.9307,0.0847,0.7444,0.0606,0.2461,0.6508,0.8034,0.1221,0.9038,模糊
333.9619,1222,0.98,0.0225,0.6349,0.1827,0.2121,0.6311,0.5842,0.0408,0.7607,模糊
292.4113,992,0.944,0.1093,0.9192,0.0441,0.2293,0.5341,0.7391,0.1213,0.9645,模糊
280.0494,1287,0.98,0.0679,0.95,0.0272,0.2098,0.6419,0.6292,0.0926,0.98,模糊
260.982,1107,0.9372,0.0241,0.7681,0.1062,0.3075,0.5362,0.843,0.0836,0.98,模糊
303.876,952,0.9453,0.0825,0.6973,0.1606,0.2393,0.7307,0.67,0.1523,0.98,模糊
303.9995,906,0.9006,0.0755,0.8051,0.0425,0.1824,0.5419,0.7153,0.1534,0.98,模糊
385.7727,1561,0.5525,0.046,0.4429,0.0968,0.35,0.7309,0.98,0.136,0.5631,模糊
290.0258,1068,0.4984,0.0894,0.4429,0.1049,0.2684,0.7787,0.8655,0.0814,0.3817,模糊
245.8699,945,0.9529,0.1147,0.7751,0.0145,0.3077,0.5988,0.8123,0.0769,0.9235,模糊
283.6246,1004,0.8823,0.1013,0.9282,0.045,0.2806,0.6153,0.8514,0.1244,0.9563,模糊
312.7583,1019,0.8936,0.1,0.95,0.0166,0.2964,0.6589,0.6816,0.1759,0.9123,模糊
365.596,1181,0.8912,0.0364,0.6092,0.0558,0.1894,0.6689,0.5358,0.0191,0.9067,模糊
285.9463,1050,0.98,0.0517,0.734,0.1661,0.2174,0.8467,0.7686,0.1533,0.9026,模糊
294.1789,1064,0.98,0.1072,0.7714,0.1712,0.3118,0.6741,0.6521,0.1457,0.835,模糊
264.6248,1102,0.9557,0.0726,0.801,0.0559,0.2101,0.7896,0.6585,0.0482,0.9189,模糊
306.4545,757,0.98,0.0696,0.7314,0.0631,0.2723,0.8203,0.6672,0.0739,0.98,模糊
330.5789,1022,0.8148,0.0405,0.796,0.1199,0.35,0.7671,0.6572,0.1806,0.8562,模糊
313.4406,856,0.7026,0.036,0.7264,0.0323,0.1806,0.5844,0.8867,0.0828,0.823,模糊
281.1478,1012,0.8704,0.1174,0.6989,0.0748,0.2758,0.7085,0.6803,0.1272,0.8631,模糊
282.3716,1017,0.9296,0.1033,0.8792,0.1352,0.1661,0.5388,0.5963,0.1415,0.9092,模糊
348.3894,1010,0.98,0.0865,0.7794,0.1055,0.3116,0.589,0.595,0.0612,0.9594,模糊
333.0587,1092,0.963,0.118,0.6707,0.1191,0.2231,0.7727,0.5674,0.0879,0.9204,模糊
255.5688,916,0.882,0.0898,0.8847,0.1206,0.2041,0.5276,0.6748,0.2181,0.9254,模糊
323.384,1122,0.98,0.0858,0.6859,0.0562,0.2226,0.7819,0.5886,0.1805,0.9511,模糊
375.764,1523,0.6204,0.1468,0.4432,0.0921,0.2069,0.95,0.826,0.007,0.6153,模糊
515.5683,1013,0.6558,0.0413,0.4514,0.1248,0.2883,0.95,0.8249,0.1874,0.6449,模糊
285.3892,990,0.8952,0.0935,0.7801,0.0495,0.2111,0.692,0.6774,0.1131,0.9127,模糊
280.8838,932,0.8815,0.1013,0.8684,0.062,0.304,0.6394,0.5661,0.0752,0.98,模糊
250.1726,944,0.9746,0.1132,0.7672,0.0381,0.2373,0.7317,0.7741,0.2058,0.9423,模糊
372.9345,1073,0.8249,0.0983,0.7918,0.1301,0.3229,0.6518,0.6783,0.116,0.9427,模糊
255.1093,785,0.98,0.0297,0.4987,0.2983,0.2404,0.4765,0.8226,0.0498,0.7323,模糊
319.4419,1117,0.8567,0.0771,0.6775,0.0966,0.2312,0.8321,0.7172,0.115,0.7806,模糊
307.1334,895,0.8906,0.1268,0.8393,0.069,0.2637,0.6786,0.5973,0.1727,0.9018,模糊
297.2639,997,0.9456,0.1928,0.7131,0.1564,0.2207,0.5538,0.6379,0.1841,0.98,模糊
284.2876,1036,0.9228,0.0457,0.855,0.1002,0.2605,0.691,0.7209,0.1525,0.9308,模糊
298.3505,1064,0.8949,0.0877,0.95,0.0736,0.2522,0.7309,0.6688,0.147,0.9147,模糊
248.6708,1339,0.5555,0.1255,0.5966,0.0959,0.1958,0.7291,0.9412,0.0503,0.4662,模糊
322.3161,1088,0.8144,0.0939,0.5651,0.1155,0.2555,0.6597,0.6438,0.0786,0.6637,模糊
263.3442,1162,0.9426,0.0997,0.7076,0.0031,0.1469,0.691,0.7239,0.1145,0.98,模糊
342.2293,909,0.7811,0.0762,0.7043,0.0447,0.2027,0.4846,0.7608,0.2396,0.98,模糊
290.1257,1066,0.98,0.0779,0.7311,0.1136,0.2072,0.6729,0.5727,0.1742,0.9715,模糊
